No,deprem_kodu,olus_tarihi,olus_zamani,enlem,boylam,derinlik,xM,MD,ML,Mw,Ms,Mb,Tip,Yer
16249,1.92208E+13,1922.08.13,46:08.4,35.61,27.68,10,5.9,5.7,5.6,5.9,5.9,5.6,Ke,AKDENIZ
16250,1.92208E+13,1922.08.13,09:54.5,35.51,27.98,10,6.9,6.5,6.4,6.6,6.9,6.4,Ke,AKDENIZ
16248,1.92208E+13,1922.08.17,03:36.0,36,28,15,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ
16247,1.92208E+13,1922.08.29,36:13.2,37.37,32.73,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,AVDUL-CUMRA (KONYA) [South West  3.0 km]
16246,1.92211E+13,1922.11.20,24:44.0,37.5,29,28,5.2,4.9,4.9,5.2,4.9,4.9,Ke,MEDET-TAVAS (DENIZLI) [South West  1.7 km]
16245,1.92212E+13,1922.12.06,01:00.0,37.5,29,15,5.4,5.1,5.1,5.4,5.2,5.1,Ke,MEDET-TAVAS (DENIZLI) [South West  1.7 km]
16244,1.92304E+13,1923.04.29,34:40.5,40.07,36.43,10,5.9,5.7,5.6,5.9,5.9,5.6,Ke,BEDIRKALE- (TOKAT) [North West  1.5 km]
16243,1.92305E+13,1923.05.12,57:23.0,41.4,44.3,20,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AZERBAYCAN
16242,1.92305E+13,1923.05.29,34:02.0,41,30,25,5.6,5.4,5.3,5.6,5.5,5.4,Ke,HACISEYH-KANDIRA (KOCAELI) [North West  0.9 km]
16241,1.92307E+13,1923.07.23,40:00.0,38.5,26,16,4.8,4.7,4.6,4.8,4.6,4.7,Ke,SAKIZ ADASI (EGE DENIZI)
16240,1.92308E+13,1923.08.16,52:00.4,41.02,34.41,40,5.4,5.1,5.1,5.4,5.2,5.1,Ke,SEKIKOY-KARGI (�ORUM) [South West  1.3 km]
16239,1.92309E+13,1923.09.11,14:48.0,38,29.5,22,4.8,4.7,4.6,4.8,4.6,4.7,Ke,ISABEY-CAL (DENIZLI) [South East  5.2 km]
16238,1.9231E+13,1923.10.26,13:16.0,41.2,28.6,24,5.3,5,4.9,5.3,5,5,Ke,YASSIOREN-ARNAVUTKOY (ISTANBUL) [South 4.3 km]
16237,1.92311E+13,1923.11.27,38:01.0,36,26,15,4.8,4.8,0,,0,0,Ke,AKDENIZ
16236,1.92401E+13,1924.01.22,05:44.1,39.51,28.4,80,5.5,5.2,5.2,5.5,5.3,5.2,Ke,TASPINAR-DURSUNBEY (BALIKESIR) [South East  0.6 km]
16235,1.92404E+13,1924.04.14,00:00.0,39,27.8,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KADIDAGI-AKHISAR (MANISA) [South West  2.4 km]
16233,1.92405E+13,1924.05.13,23:01.3,40,42,30,5.3,5.3,0,,0,0,Ke,KARACUHA-HORASAN (ERZURUM) [South East  1.6 km]
16234,1.92405E+13,1924.05.13,52:33.0,40,42,30,5.5,5.2,5.2,5.5,5.3,5.2,Ke,KARACUHA-HORASAN (ERZURUM) [South East  1.6 km]
16232,1.92406E+13,1924.06.09,34:15.0,35.2,33.3,30,4.8,4.7,4.6,4.8,4.6,4.7,Ke,KIBRIS-LEFKOSA
16231,1.92407E+13,1924.07.25,39:24.0,38,43,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,CILGA-CATAK (VAN) [South East  4.7 km]
16230,1.92409E+13,1924.09.06,51:01.6,39.67,42.81,10,5.2,4.9,4.9,5.2,4.9,4.9,Ke,KILICGEDIGI-TUTAK (AGRI) [North East  2.9 km]
16229,1.92409E+13,1924.09.10,59:39.6,36.84,31.49,30,5.3,5,4.9,5.3,5,5,Ke,BUCAKSEYHLER-MANAVGAT (ANTALYA) [South East  2.1 km]
16226,1.92409E+13,1924.09.13,03:40.0,40,42,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,KARACUHA-HORASAN (ERZURUM) [South East  1.6 km]
16227,1.92409E+13,1924.09.13,45:08.7,40.24,41.94,10,5.3,5,5,5.3,5.1,5.1,Ke,KOYUNOREN-NARMAN (ERZURUM) [South East  2.6 km]
16228,1.92409E+13,1924.09.13,34:14.7,39.96,41.94,10,6.8,6.4,6.3,6.5,6.8,6.3,Ke,EMRE-KOPRUKOY (ERZURUM) [South West  1.9 km]
16225,1.92409E+13,1924.09.16,37:36.0,40,42,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,KARACUHA-HORASAN (ERZURUM) [South East  1.6 km]
16224,1.92409E+13,1924.09.22,42:04.0,40,42,5,4.9,4.9,0,,0,0,Ke,KARACUHA-HORASAN (ERZURUM) [South East  1.6 km]
16223,1.92409E+13,1924.09.23,02:50.0,40,42,10,4.9,4.7,4.7,4.9,4.7,4.8,Ke,KARACUHA-HORASAN (ERZURUM) [South East  1.6 km]
16222,1.92409E+13,1924.09.27,27:42.2,39.92,41.47,10,5.3,5,4.9,5.3,5,5,Ke,GERDEKKAYA-PASINLER (ERZURUM) [North West  2.0 km]
16221,1.92411E+13,1924.11.20,27:45.0,38.55,30.78,10,5.9,5.7,5.6,5.9,5.9,5.6,Ke,INLI-CAY (AFYONKARAHISAR) [North West  3.7 km]
16220,1.92412E+13,1924.12.13,53:30.0,38,33.5,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,BASARAN-ESKIL (AKSARAY) [South West  3.8 km]
16219,1.92412E+13,1924.12.22,49:42.0,39.6,27.7,15,5.5,5.3,5.3,5.5,5.4,5.3,Ke,DALLIDAMDIRA- (BALIKESIR) [South East  1.2 km]
16218,1.92501E+13,1925.01.09,38:34.3,41.33,43.41,60,6,5.8,5.7,6,6,5.7,Ke,AKCIL-CILDIR (ARDAHAN) [East 20.4 km]
16217,1.92502E+13,1925.02.08,00:01.0,41.1,42.7,5,5.5,5.5,0,,0,0,Ke,ARDAHAN [South 1.4 km]
16216,1.92502E+13,1925.02.12,28:30.0,41.5,43.5,23,4.9,4.8,4.8,4.9,4.8,4.9,Ke,G�RCISTAN
16215,1.92503E+13,1925.03.12,22:00.0,40,42,30,5.3,5,4.9,5.3,5,5,Ke,KARACUHA-HORASAN (ERZURUM) [South East  1.6 km]
16214,1.92503E+13,1925.03.17,32:00.0,37.2,26.2,15,5.3,5,4.9,5.3,5,5,Ke,ONIKI ADALAR (AKDENIZ)
16213,1.92504E+13,1925.04.04,34:36.0,35.5,29,15,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ
16210,1.92504E+13,1925.04.05,53:40.0,35.5,29,15,5.7,5.4,5.4,5.7,5.6,5.4,Ke,AKDENIZ
16211,1.92504E+13,1925.04.05,15:00.0,35.5,29,15,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ
16212,1.92504E+13,1925.04.05,04:43.3,35.06,29.34,150,5.8,5.5,5.5,5.8,5.7,5.5,Ke,AKDENIZ
16209,1.92504E+13,1925.04.06,53:00.0,35.5,29,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,AKDENIZ
16204,1.92504E+13,1925.04.15,09:00.0,35.5,29,15,4.8,4.7,4.6,4.8,4.6,4.7,Ke,AKDENIZ
16205,1.92504E+13,1925.04.15,55:00.0,35.5,29,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ
16206,1.92504E+13,1925.04.15,14:30.0,35.5,29,15,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ
16207,1.92504E+13,1925.04.15,01:38.0,35.5,29,15,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ
16208,1.92504E+13,1925.04.15,58:48.0,35.5,29,15,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ
16203,1.92504E+13,1925.04.29,03:40.0,39.6,27.7,15,4.8,4.7,4.6,4.8,4.6,4.7,Ke,DALLIDAMDIRA- (BALIKESIR) [South East  1.2 km]
16202,1.92505E+13,1925.05.13,51:17.0,41.3,43.6,18,5.3,5,5,5.3,5.1,5.1,Ke,G�RCISTAN
16201,1.92506E+13,1925.06.10,45:00.0,41,29,8,4.6,4.5,4.5,4.6,4.4,4.6,Ke,KADIKOY (ISTANBUL) [North West  2.2 km]
16200,1.92506E+13,1925.06.24,00:34.5,40.88,30.39,10,4.8,4.7,4.6,4.8,4.6,4.7,Ke,KAYRANCIK-ADAPAZARI (SAKARYA) [South East  4.4 km]
16199,1.92507E+13,1925.07.08,42:00.0,37.4,30.5,15,5.2,4.9,4.9,5.2,4.9,4.9,Ke,SUSUZ-BUCAK (BURDUR) [North West  4.4 km]
16197,1.92507E+13,1925.07.09,27:00.0,37.4,30.5,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,SUSUZ-BUCAK (BURDUR) [North West  4.4 km]
16198,1.92507E+13,1925.07.09,22:00.0,37.4,30.5,15,4.9,4.8,4.8,4.9,4.8,4.9,Ke,SUSUZ-BUCAK (BURDUR) [North West  4.4 km]
16196,1.92507E+13,1925.07.15,05:00.0,37.4,30.5,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,SUSUZ-BUCAK (BURDUR) [North West  4.4 km]
16194,1.92507E+13,1925.07.18,25:01.0,38,27,15,4.3,4.3,0,,0,0,Ke,KUSADASI K�RFEZI (EGE DENIZI)
16195,1.92507E+13,1925.07.18,22:01.0,38,27,15,4.5,4.5,0,,0,0,Ke,KUSADASI K�RFEZI (EGE DENIZI)
16193,1.92507E+13,1925.07.26,53:59.4,40.71,41.49,10,4.8,4.7,4.6,4.8,4.6,4.7,Ke,KILICKAYA-YUSUFELI (ARTVIN) [South East  1.0 km]
16192,1.92507E+13,1925.07.29,08:54.0,37.5,27.5,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,KAPIKIRI-MILAS (MUGLA) [South West  2.3 km]
16191,1.92508E+13,1925.08.05,01:00.0,38.1,29.8,30,5.3,5,4.9,5.3,5,5,Ke,BOZDAG-CIVRIL (DENIZLI) [West 2.2 km]
16187,1.92508E+13,1925.08.07,02:01.0,38,30,15,4.4,4.4,0,,0,0,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
16188,1.92508E+13,1925.08.07,32:01.0,38,30,15,4.4,4.4,0,,0,0,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
16189,1.92508E+13,1925.08.07,12:56.0,38,30,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
16190,1.92508E+13,1925.08.07,46:37.0,38.1,29.8,20,5.9,5.7,5.6,5.9,5.9,5.6,Ke,BOZDAG-CIVRIL (DENIZLI) [West 2.2 km]
16186,1.92508E+13,1925.08.08,04:12.0,38,30,15,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
16185,1.92508E+13,1925.08.09,16:40.0,38,30,15,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
16184,1.92508E+13,1925.08.12,05:02.0,38,30,15,4.4,4.4,0,,0,0,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
16183,1.92508E+13,1925.08.16,58:24.0,38,30,15,5.3,5,5,5.3,5.1,5.1,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
16182,1.92508E+13,1925.08.19,13:04.0,38.1,29.8,5,4.9,4.9,0,,0,0,Ke,BOZDAG-CIVRIL (DENIZLI) [West 2.2 km]
16181,1.92508E+13,1925.08.28,58:01.0,38,30,15,4.3,4.3,0,,0,0,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West  0.7 km]
16180,1.92509E+13,1925.09.01,16:30.4,37.56,29.17,130,5.5,5.3,5.3,5.5,5.4,5.3,Ke,AYDOGDU-TAVAS (DENIZLI) [North 5.4 km]
16179,1.92509E+13,1925.09.03,52:00.0,38,29,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,TEPEKOY-SARAYKOY (DENIZLI) [South East  1.4 km]
16178,1.92509E+13,1925.09.14,06:45.0,39,31,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,YUREGIL-EMIRDAG (AFYONKARAHISAR) [South West  3.7 km]
16177,1.92509E+13,1925.09.20,06:52.0,39,31,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,YUREGIL-EMIRDAG (AFYONKARAHISAR) [South West  3.7 km]
16176,1.92512E+13,1925.12.18,28:42.0,37.4,30.4,15,5.3,5,5,5.3,5.1,5.1,Ke,KECILI-BUCAK (BURDUR) [North East  1.3 km]
16174,1.92601E+13,1926.01.13,08:44.1,38.53,28.19,10,5.8,5.5,5.5,5.8,5.7,5.5,Ke,TAYTAN-SALIHLI (MANISA) [North West  1.4 km]
16175,1.92601E+13,1926.01.13,47:04.4,38.64,28.11,50,5.8,5.6,5.6,5.8,5.8,5.6,Ke,KEMERDAMLARI-SALIHLI (MANISA) [North East  1.0 km]
16173,1.92602E+13,1926.02.08,48:32.0,36.8,27.1,30,5.5,5.3,5.3,5.5,5.4,5.3,Ke,KOS ADASI (AKDENIZ)
16172,1.92602E+13,1926.02.18,51:01.0,36.7,27.2,5,4.7,4.7,0,,0,0,Ke,ONIKI ADALAR (AKDENIZ)
16171,1.92603E+13,1926.03.01,02:00.4,37.03,29.43,50,6.1,5.8,5.8,6,6.1,5.8,Ke,AYVACIK-CAMELI (DENIZLI) [South East  3.3 km]
16170,1.92603E+13,1926.03.03,58:40.0,37,29.4,30,5.3,5,4.9,5.3,5,5,Ke,IBECIK-GOLHISAR (BURDUR) [North West  1.9 km]
16169,1.92603E+13,1926.03.04,39:01.0,36.8,30,5,4.8,4.8,0,,0,0,Ke,CUKURELMA-ELMALI (ANTALYA) [South West  3.1 km]
16168,1.92603E+13,1926.03.16,53:01.0,37.5,29,15,6.3,6.3,0,,0,0,Ke,MEDET-TAVAS (DENIZLI) [South West  1.7 km]
16167,1.92603E+13,1926.03.17,20:00.0,37,35,30,5.6,5.4,5.3,5.6,5.5,5.4,Ke,CAMILIMANDA-TARSUS (MERSIN) [South East  0.7 km]
16163,1.92603E+13,1926.03.18,28:00.0,36,29,12,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ
16164,1.92603E+13,1926.03.18,52:53.9,35.88,29.84,80,5.5,5.3,5.3,5.5,5.4,5.3,Ke,AKDENIZ
16165,1.92603E+13,1926.03.18,06:14.0,35.99,30.13,10,6.8,6.8,0,,0,0,Ke,AKDENIZ
16166,1.92603E+13,1926.03.18,06:14.6,35.84,29.5,10,6.8,6.4,6.3,6.5,6.8,6.3,Ke,AKDENIZ
16161,1.92603E+13,1926.03.19,49:01.0,36,29,15,4.4,4.4,0,,0,0,Ke,AKDENIZ
16162,1.92603E+13,1926.03.19,28:00.0,35.8,29.5,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ
16160,1.92603E+13,1926.03.21,05:00.0,35.8,29.5,10,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ
16159,1.92603E+13,1926.03.23,59:00.0,35.8,29.5,10,5.5,5.2,5.2,5.5,5.3,5.2,Ke,AKDENIZ
16158,1.92603E+13,1926.03.24,04:42.9,35.9,28.97,90,5.6,5.4,5.3,5.6,5.5,5.4,Ke,AKDENIZ
16157,1.92603E+13,1926.03.28,42:00.0,35.8,29.5,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ
16156,1.92603E+13,1926.03.31,07:00.0,35.8,29.5,10,5.2,4.9,4.9,5.2,4.9,4.9,Ke,AKDENIZ
16155,1.92604E+13,1926.04.01,04:00.0,35.8,29.5,10,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ
16154,1.92604E+13,1926.04.02,56:00.0,35,44,10,4.8,4.7,4.6,4.8,4.6,4.7,Ke,IRAK
16153,1.92604E+13,1926.04.20,29:00.0,35.8,29.5,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ
16152,1.92604E+13,1926.04.22,12:00.0,35.8,29.5,10,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ
16151,1.92605E+13,1926.05.02,27:01.0,36,26,15,4.4,4.4,0,,0,0,Ke,AKDENIZ
16150,1.92605E+13,1926.05.22,33:01.0,36,26,15,4.8,4.8,0,,0,0,Ke,AKDENIZ
16149,1.92606E+13,1926.06.06,45:01.0,36,26,15,4.4,4.4,0,,0,0,Ke,AKDENIZ
16147,1.92606E+13,1926.06.26,19:24.0,36.5,27.5,15,5.5,5.2,5.2,5.5,5.3,5.2,Ke,AKDENIZ
16148,1.92606E+13,1926.06.26,46:38.8,36.54,27.33,100,7.7,7.1,7,7.2,7.7,6.9,Ke,ONIKI ADALAR (AKDENIZ)
16146,1.92606E+13,1926.06.27,13:27.0,36,28,60,5.2,4.9,4.9,5.2,4.9,4.9,Ke,AKDENIZ
16145,1.92607E+13,1926.07.05,21:55.1,36.52,26.69,140,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ
16144,1.92607E+13,1926.07.08,59:12.0,39.7,44,30,4.7,4.6,4.6,4.7,4.5,4.6,Ke,BOZYAYLA-DOGUBAYAZIT (AGRI) [South West  2.5 km]
16142,1.9261E+13,1926.10.22,59:37.0,40.94,43.88,10,6,5.8,5.7,6,6,5.7,Ke,SUNGUDERESI-AKYAKA (KARS) [North East  19.1 km]
16143,1.9261E+13,1926.10.22,44:05.0,40.7,43.7,8,5.4,5.1,5.1,5.4,5.2,5.1,Ke,KALKANKALE-AKYAKA (KARS) [South West  2.6 km]
16141,1.9261E+13,1926.10.25,02:09.0,41.3,44.3,18,4.8,4.7,4.6,4.8,4.6,4.7,Ke,AZERBAYCAN
16140,1.92612E+13,1926.12.07,12:01.0,36,27,15,4.9,4.9,0,,0,0,Ke,AKDENIZ
16139,1.92612E+13,1926.12.08,37:01.0,36,27,15,5.1,5.1,0,,0,0,Ke,AKDENIZ
16138,1.92612E+13,1926.12.12,55:01.0,36,27,15,4.5,4.5,0,,0,0,Ke,AKDENIZ
16137,1.92612E+13,1926.12.16,54:05.1,40.13,30.72,10,5.8,5.5,5.5,5.8,5.7,5.5,Ke,BEYYAYLA-SARICAKAYA (ESKISEHIR) [South East  1.5 km]
16136,1.92612E+13,1926.12.20,31:06.0,39,31,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,YUREGIL-EMIRDAG (AFYONKARAHISAR) [South West  3.7 km]
16135,1.92612E+13,1926.12.24,27:36.0,41.5,44.1,18,4.7,4.6,4.6,4.7,4.5,4.6,Ke,G�RCISTAN
16134,1.92702E+13,1927.02.07,04:36.0,39,31,15,5.4,5.1,5.1,5.4,5.2,5.1,Ke,YUREGIL-EMIRDAG (AFYONKARAHISAR) [South West  3.7 km]
16133,1.92703E+13,1927.03.24,46:47.5,35.45,26.39,2,5.5,5.3,5.3,5.5,5.4,5.3,Ke,AKDENIZ
16130,1.92703E+13,1927.03.29,16:00.0,35.5,26.4,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ
16131,1.92703E+13,1927.03.29,09:00.0,35.5,26.4,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ
16132,1.92703E+13,1927.03.29,34:00.0,35.5,26.4,10,4.9,4.8,4.8,4.9,4.8,4.9,Ke,AKDENIZ
16129,1.92705E+13,1927.05.20,59:06.0,37.5,27.5,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,KAPIKIRI-MILAS (MUGLA) [South West  2.3 km]
16127,1.92706E+13,1927.06.05,24:55.6,36.19,31.08,10,5.6,5.4,5.3,5.6,5.5,5.4,Ke,ANTALYA K�RFEZI (AKDENIZ)
16128,1.92706E+13,1927.06.05,24:05.8,36,31,5,6.2,6.2,0,,0,0,Ke,AKDENIZ
16126,1.92709E+13,1927.09.12,30:40.0,35,26,7,4.8,4.7,4.6,4.8,4.6,4.7,Ke,AKDENIZ
16125,1.92801E+13,1928.01.24,36:11.7,40.99,30.86,10,5.5,5.2,5.2,5.5,5.3,5.2,Ke,KOVUKPELIT-KOCAALI (SAKARYA) [South East  0.7 km]
16122,1.92803E+13,1928.03.31,12:24.0,38.1,27.4,30,5.4,5.1,5.1,5.4,5.2,5.1,Ke,SAGLIK-TORBALI (IZMIR) [North 1.6 km]
16123,1.92803E+13,1928.03.31,15:01.0,38.1,27.4,15,5,5,0,,0,0,Ke,SAGLIK-TORBALI (IZMIR) [North 1.6 km]
16124,1.92803E+13,1928.03.31,29:48.9,38.18,27.8,10,6.5,6.1,6.1,6.3,6.5,6.1,Ke,DEREBASI-TIRE (IZMIR) [East 1.5 km]
16121,1.92804E+13,1928.04.02,00:01.0,38.1,27.4,15,4.4,4.4,0,,0,0,Ke,SAGLIK-TORBALI (IZMIR) [North 1.6 km]
16120,1.92804E+13,1928.04.10,03:18.0,37.4,26.1,30,5.3,5,4.9,5.3,5,5,Ke,ONIKI ADALAR (AKDENIZ)
16119,1.92804E+13,1928.04.13,00:01.0,38,28,15,4.4,4.4,0,,0,0,Ke,CAYIRKOY-ODEMIS (IZMIR) [South West  1.1 km]
16118,1.92805E+13,1928.05.02,54:32.2,39.64,29.14,10,6.1,5.8,5.8,6,6.1,5.8,Ke,ISHAKLAR-HARMANCIK (BURSA) [North 1.3 km]
16117,1.92805E+13,1928.05.03,25:13.0,40.8,26.8,4,4.6,4.4,4.4,4.6,4.3,4.5,Ke,TETEKOY-MALKARA (TEKIRDAG) [North 1.0 km]
16116,1.92805E+13,1928.05.06,00:00.0,39.8,30.5,12,5.3,5,4.9,5.3,5,5,Ke,TEPEBASI (ESKISEHIR) [North East  1.9 km]
16115,1.92805E+13,1928.05.09,01:30.0,41.9,43.1,28,4.8,4.7,4.6,4.8,4.6,4.7,Ke,TURKGOZU-POSOF (ARDAHAN) [North East  42.4 km]
16114,1.92806E+13,1928.06.14,41:15.0,35,26,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,AKDENIZ
16113,1.92807E+13,1928.07.05,31:12.0,39.2,34.8,30,4.7,4.6,4.6,4.7,4.5,4.6,Ke,AYLI-KOZAKLI (NEVSEHIR) [North East  2.3 km]
16112,1.92807E+13,1928.07.15,33:32.8,38.05,27.32,10,5.6,5.4,5.3,5.6,5.5,5.4,Ke,BARUTCU-SELCUK (IZMIR) [North 4.3 km]
16111,1.92808E+13,1928.08.15,05:36.0,35,26.6,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ
16110,1.92808E+13,1928.08.23,15:35.0,36.5,36,35,4.9,4.8,4.8,4.9,4.8,4.9,Ke,ASAGIKEPIRCE-ISKENDERUN (HATAY) [North West  1.1 km]
16109,1.92808E+13,1928.08.24,21:01.8,40.8,34.2,5,4.4,4.4,0,,0,0,Ke,YONCALI-BAYAT (�ORUM) [North East  3.0 km]
16108,1.9281E+13,1928.10.03,57:07.7,40.47,33.42,70,5.3,5,4.9,5.3,5,5,Ke,BAKIRLI-SABANOZU (�ANKIRI) [East 3.6 km]
16107,1.9281E+13,1928.10.04,14:07.9,40.22,33.67,10,5.8,5.5,5.5,5.8,5.7,5.5,Ke,AKKUYU-SULAKYURT (KIRIKKALE) [North West  1.8 km]
16106,1.92903E+13,1929.03.24,17:05.0,41.1,43.8,25,4.4,4.4,0,,0,0,Ke,IBISKOY-AKYAKA (KARS) [North East  21.7 km]
16105,1.92903E+13,1929.03.27,41:46.5,36.63,26.68,106,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ
16102,1.92904E+13,1929.04.05,18:15.0,41.5,31.5,33,4.9,4.8,4.8,4.9,4.8,4.9,Ke,KOZLU A�IKLARI-ZONGULDAK (KARADENIZ)
16103,1.92904E+13,1929.04.05,46:34.0,41.3,43.1,31,4.8,4.7,4.6,4.8,4.6,4.7,Ke,SABAHOLDU-CILDIR (ARDAHAN) [South West  1.7 km]
16104,1.92904E+13,1929.04.05,26:55.3,41.61,31.23,10,4.8,4.8,0,,0,0,Ke,EREGLI A�IKLARI-ZONGULDAK (KARADENIZ)
16101,1.92904E+13,1929.04.08,12:14.0,41.2,32.2,30,4.8,4.7,4.6,4.8,4.6,4.7,Ke,YESILKOY-YENICE (KARAB�K) [South West  0.9 km]
16100,1.92904E+13,1929.04.17,14:42.0,35,27.5,15,4.9,4.7,4.7,4.9,4.7,4.8,Ke,AKDENIZ
16099,1.92904E+13,1929.04.27,18:06.3,40.51,31.43,70,4.9,4.8,4.8,4.9,4.8,4.9,Ke,SARPINCIK-MUDURNU (BOLU) [South West  1.9 km]
16098,1.92905E+13,1929.05.08,27:30.0,38,29.5,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,ISABEY-CAL (DENIZLI) [South East  5.2 km]
16096,1.92905E+13,1929.05.16,22:51.0,37.24,35.3,10,4.5,4.5,0,,0,0,Ke,KOSEFAKILI-SARICAM (ADANA) [South West  2.8 km]
16097,1.92905E+13,1929.05.16,22:34.0,36.5,36,30,4.7,4.6,4.6,4.7,4.5,4.6,Ke,ASAGIKEPIRCE-ISKENDERUN (HATAY) [North West  1.1 km]
16095,1.92905E+13,1929.05.18,37:54.3,40.2,37.9,10,6.1,5.8,5.8,6,6.1,5.8,Ke,GUNISIK-KOYULHISAR (SIVAS) [North East  1.2 km]
16094,1.92905E+13,1929.05.19,33:18.0,40.2,37.9,10,4.7,4.6,4.6,4.7,4.5,4.6,Ke,GUNISIK-KOYULHISAR (SIVAS) [North East  1.2 km]
16093,1.92906E+13,1929.06.28,18:44.0,40.2,37.9,10,4.7,4.6,4.6,4.7,4.5,4.6,Ke,GUNISIK-KOYULHISAR (SIVAS) [North East  1.2 km]
16091,1.92908E+13,1929.08.04,12:03.6,36.5,36,5,4.7,4.7,0,,0,0,Ke,ASAGIKEPIRCE-ISKENDERUN (HATAY) [North West  1.1 km]
16092,1.92908E+13,1929.08.04,03:54.0,36.5,31,15,5.2,4.9,4.9,5.2,4.9,4.9,Ke,ANTALYA K�RFEZI (AKDENIZ)
16090,1.92908E+13,1929.08.07,22:25.0,35,44,30,4.9,4.8,4.8,4.9,4.8,4.9,Ke,IRAK
16089,1.92908E+13,1929.08.19,17:05.1,38,29.5,15,4.4,4.4,0,,0,0,Ke,ISABEY-CAL (DENIZLI) [South East  5.2 km]
16088,1.92908E+13,1929.08.21,24:14.0,41,37,5,4.4,4.4,0,,0,0,Ke,KAYNARTAS-IKIZCE (ORDU) [South West  1.7 km]
16087,1.92909E+13,1929.09.15,10:14.9,40.25,38.76,50,5.3,5,4.9,5.3,5,5,Ke,CAMLIYAYLA-ALUCRA (GIRESUN) [South West  1.2 km]
16086,1.9291E+13,1929.10.10,00:54.8,41.11,27.46,15,4.7,4.6,4.6,4.7,4.5,4.6,Ke,YESILSIRT-MURATLI (TEKIRDAG) [South West  1.3 km]
16085,1.9291E+13,1929.10.15,45:22.0,38,42,30,5.2,4.9,4.9,5.2,4.9,4.9,Ke,DEREYAMAC-AYDINLAR (SIIRT) [North West  2.6 km]
16083,1.92911E+13,1929.11.11,36:15.0,36.8,26.5,150,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ
16084,1.92911E+13,1929.11.11,35:02.7,36.68,26.21,15,5.7,5.7,0,,0,0,Ke,AKDENIZ
16082,1.93001E+13,1930.01.15,58:04.0,35,27.5,15,5.2,4.9,4.9,5.2,4.9,4.9,Ke,AKDENIZ
16080,1.93001E+13,1930.01.23,53:58.6,35.44,27.31,52,5.5,5.2,5.2,5.5,5.3,5.2,Ke,AKDENIZ
16081,1.93001E+13,1930.01.23,24:01.0,38.5,26,5,4.3,4.3,0,,0,0,Ke,SAKIZ ADASI (EGE DENIZI)
16079,1.93002E+13,1930.02.08,20:17.8,38.52,39.4,100,5.3,5,5,5.3,5.1,5.1,Ke,CEVIZDERE- (ELAZIG) [South East  3.2 km]
